	1.95	1.9	2.0	8.702	+0.093	-0.093	+0.564	-0.564	15.847	+0.124	-0.124	+0.674	-0.674	20.176	+0.18	-0.18	+0.745	-0.745	23.199	+0.206	-0.206	+0.769	-0.769	27.271	+0.246	-0.246	+0.904	-0.904	31.598	+0.314	-0.314	+1.015	-1.015	36.328	+0.433	-0.433	+1.154	-1.154	43.937	+0.462	-0.462	+1.613	-1.613
	2.05	2.0	2.1	8.702	+0.093	-0.093	+0.578	-0.578	15.749	+0.124	-0.124	+0.699	-0.699	20.015	+0.179	-0.179	+0.78	-0.78	22.971	+0.205	-0.205	+0.811	-0.811	26.86	+0.244	-0.244	+0.949	-0.949	31.154	+0.313	-0.313	+1.07	-1.07	35.452	+0.423	-0.423	+1.206	-1.206	42.904	+0.452	-0.452	+1.694	-1.694
	2.1500000000000004	2.1	2.2	8.604	+0.093	-0.093	+0.578	-0.578	15.684	+0.125	-0.125	+0.704	-0.704	19.817	+0.179	-0.179	+0.78	-0.78	22.66	+0.204	-0.204	+0.808	-0.808	26.451	+0.242	-0.242	+0.944	-0.944	30.609	+0.311	-0.311	+1.062	-1.062	34.818	+0.421	-0.421	+1.196	-1.196	42.284	+0.452	-0.452	+1.694	-1.694
	2.25	2.2	2.3	8.7	+0.09	-0.09	+0.614	-0.614	15.634	+0.12	-0.12	+0.769	-0.769	19.652	+0.171	-0.171	+0.867	-0.867	22.33	+0.194	-0.194	+0.91	-0.91	26.044	+0.23	-0.23	+1.061	-1.061	29.963	+0.293	-0.293	+1.194	-1.194	34.233	+0.401	-0.401	+1.354	-1.354	41.173	+0.427	-0.427	+1.909	-1.909
	2.3499999999999996	2.3	2.4	8.693	+0.089	-0.089	+0.614	-0.614	15.448	+0.116	-0.116	+0.749	-0.749	19.376	+0.166	-0.166	+0.837	-0.837	22.056	+0.188	-0.188	+0.875	-0.875	25.823	+0.223	-0.223	+1.025	-1.025	29.208	+0.281	-0.281	+1.132	-1.132	33.524	+0.386	-0.386	+1.288	-1.288	40.237	+0.419	-0.419	+1.822	-1.822
	2.45	2.4	2.5	8.544	+0.093	-0.093	+0.614	-0.614	15.356	+0.123	-0.123	+0.762	-0.762	19.261	+0.174	-0.174	+0.853	-0.853	21.842	+0.198	-0.198	+0.891	-0.891	25.181	+0.232	-0.232	+1.027	-1.027	29.015	+0.298	-0.298	+1.156	-1.156	32.598	+0.405	-0.405	+1.289	-1.289	39.347	+0.442	-0.442	+1.842	-1.842
	2.55	2.5	2.6	8.546	+0.094	-0.094	+0.619	-0.619	15.1	+0.122	-0.122	+0.751	-0.751	18.954	+0.174	-0.174	+0.84	-0.84	21.473	+0.197	-0.197	+0.873	-0.873	24.803	+0.233	-0.233	+1.009	-1.009	28.366	+0.296	-0.296	+1.127	-1.127	31.902	+0.403	-0.403	+1.257	-1.257	37.992	+0.437	-0.437	+1.782	-1.782
	2.6500000000000004	2.6	2.7	8.42	+0.162	-0.162	+0.634	-0.634	14.731	+0.21	-0.21	+0.783	-0.783	18.718	+0.3	-0.3	+0.897	-0.897	21.249	+0.343	-0.343	+0.946	-0.946	24.39	+0.401	-0.401	+1.085	-1.085	27.603	+0.511	-0.511	+1.204	-1.204	30.884	+0.691	-0.691	+1.337	-1.337	36.991	+0.813	-0.813	+1.917	-1.917


